layer,expert,param,init_norm,final_norm,delta_norm,relative_delta_norm
0,0,w1.weight,61.52294921875,60.09664535522461,4.411808490753174,0.07170996427798913
0,0,w2.weight,106.22272491455078,103.52784729003906,4.8624348640441895,0.045775843803250706
0,0,w3.weight,51.351253509521484,50.20412063598633,4.197029113769531,0.0817317753108255
0,1,w1.weight,61.21516799926758,59.61614227294922,1.5881868600845337,0.025944335562446057
0,1,w2.weight,106.32040405273438,103.54438018798828,2.75936222076416,0.025953270638395098
0,1,w3.weight,51.37648010253906,50.03501892089844,1.3333719968795776,0.025952965135376323
0,2,w1.weight,61.52294921875,59.86477279663086,4.412160396575928,0.07171568418945669
0,2,w2.weight,106.22272491455078,103.42040252685547,4.922178268432617,0.04633827904897131
0,2,w3.weight,51.351253509521484,50.013038635253906,4.278252601623535,0.08331349887749447
0,3,w1.weight,61.21516799926758,59.63554382324219,2.2047064304351807,0.03601568863556044
0,3,w2.weight,106.32040405273438,103.55487823486328,3.1495511531829834,0.02962320526566841
0,3,w3.weight,51.37648010253906,50.05963897705078,2.0414910316467285,0.039735906928076936
0,4,w1.weight,61.52294921875,59.9159049987793,1.6338508129119873,0.02655677001280721
0,4,w2.weight,106.22272491455078,103.44839477539062,2.77839732170105,0.026156336357743244
0,4,w3.weight,51.351253509521484,50.0109748840332,1.3777499198913574,0.026829917981181704
0,5,w1.weight,61.21516799926758,59.95582580566406,4.418788909912109,0.07218454272583073
0,5,w2.weight,106.32040405273438,103.72814178466797,4.860720634460449,0.045717665181647646
0,5,w3.weight,51.37648010253906,50.38066864013672,4.218319892883301,0.08210605094907517
0,6,w1.weight,61.52294921875,59.959754943847656,3.8207015991210938,0.06210205537345433
0,6,w2.weight,106.22272491455078,103.47432708740234,4.419051170349121,0.0416017492857947
0,6,w3.weight,51.351253509521484,50.08858108520508,3.7054812908172607,0.07215950999385289
0,7,w1.weight,61.21516799926758,59.615482330322266,1.5994973182678223,0.026129101177782173
0,7,w2.weight,106.32040405273438,103.54376983642578,2.765829563140869,0.026014099436350958
0,7,w3.weight,51.37648010253906,50.03535842895508,1.3486640453338623,0.026250612004600604
1,0,w1.weight,61.59125518798828,59.98270034790039,1.597943902015686,0.02594433084921601
1,0,w2.weight,108.83306121826172,105.99128723144531,2.8245198726654053,0.02595277428612324
1,0,w3.weight,53.69169235229492,52.289794921875,1.393386960029602,0.025951630484786145
1,1,w1.weight,61.810813903808594,60.196327209472656,1.6270936727523804,0.026323770388859052
1,1,w2.weight,108.9769058227539,106.12992858886719,2.8412070274353027,0.02607164339989955
1,1,w3.weight,53.75628662109375,52.35285186767578,1.4225177764892578,0.026462351957380944
1,2,w1.weight,61.59125518798828,59.98270034790039,1.597943902015686,0.02594433084921601
1,2,w2.weight,108.83306121826172,105.99128723144531,2.8245198726654053,0.02595277428612324
1,2,w3.weight,53.69169235229492,52.289794921875,1.393386960029602,0.025951630484786145
1,3,w1.weight,61.810813903808594,60.19627380371094,1.6035734415054321,0.025943250706921994
1,3,w2.weight,108.9769058227539,106.13111114501953,2.828357458114624,0.025953732460662775
